,Median Age by Sex,Total Population,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Poverty Rate (%),Degree Percentage (%),POC Population (%),White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%)
660,44.1,14135,6869,7266,7689,4672,857,1498,165,3130,509,873,1680,1185,1021,355,77,37,57365,1901,5.3,3.1,11.3,9.2,13.8,20.9,11.5,16.3,6.1,2.5,13.448885744605588,10.541209762999646,11.680226388397594,88.31977361,6.607711354793066,0.3961796957905907,0.0,0.0,0.2334630350194552,4.442872302794481,20.346657233816767
661,42.8,12284,6051,6233,6361,4081,673,1056,42,2562,338,870,1177,1043,1355,706,120,60,84846,964,3.7,1.9,4.9,6.2,11.0,15.3,16.4,25.9,9.1,5.6,7.847606642787365,18.24324324324324,4.127320091175513,95.87267991,0.9443178117876914,0.3826115271898405,0.0,0.0,0.1302507326603712,2.6701400195376097,15.377727124715076
662,44.7,15692,7951,7741,8353,5337,846,1020,119,3682,722,1154,1583,1232,1285,631,72,20,67028,1244,4.1,3.9,10.2,5.5,13.5,17.6,15.1,16.6,9.8,3.6,7.927606423655366,12.796329339790976,4.658424674993627,95.34157532500636,0.6117767015039511,0.4715778740759622,0.0,0.0,0.6181493754779505,2.956920723935764,13.962528677032884
663,42.5,34905,17530,17375,18288,11315,1862,2775,251,5316,799,2053,3438,2702,5921,2843,372,234,100685,1481,2.9,1.5,6.9,3.5,7.8,13.3,13.5,22.7,13.0,14.8,4.242945136799885,26.84429164876092,3.435037960177625,96.56496203982238,0.6216874373298954,0.6130926801317863,0.0,0.1231915198395645,0.8336914482165879,1.2433748746597908,11.05285775676837
664,42.7,28352,15006,13346,15303,8465,1656,3522,185,7345,1460,1386,2903,1633,2389,1156,115,85,61796,3640,5.9,5.8,10.8,9.1,10.4,17.1,14.2,17.7,4.8,4.1,12.838600451467268,13.208944695259596,6.436935665914222,93.56306433408578,2.7511286681715577,0.4655756207674943,0.0,0.1269751693002257,0.5255361173814899,2.5677200902934536,15.967127539503387
665,41.4,32882,16317,16565,18615,10534,1955,4328,465,7658,1436,1736,3053,1717,3509,1192,356,153,61188,3938,4.2,5.4,8.4,9.7,14.5,16.5,15.0,16.0,5.1,5.1,11.97615716805547,15.844535003953531,11.197615716805547,88.80238428319446,5.103095918739736,0.769417919,0.0,0.1277294568456906,0.7207590779149686,4.476613344687063,16.951523629949516
666,40.5,14531,7171,7360,7403,4503,867,1237,87,2668,509,794,1509,927,1365,600,50,9,72833,1307,4.3,2.8,8.6,8.4,9.9,17.2,17.3,19.9,5.2,6.2,8.994563347326405,13.92884178652536,3.674901933796711,96.32509806620328,1.0116303076181956,0.1445186153740279,0.0,0.006881839,0.6468928497694584,1.8649783222076937,12.9447388342165
667,42.3,51672,25836,25836,27728,16694,3171,5009,455,10336,1758,2836,5654,3838,5486,2442,304,187,75782,4234,4.3,2.8,8.6,6.6,9.9,17.1,16.3,20.6,7.7,6.2,8.193992878154512,16.29315683542344,10.411828456417402,89.55914228208701,1.0760179594364454,0.4876915931258709,0.0290292614955875,0.3947979563399907,1.8346493265211332,6.618671620993961,14.708159157764362
668,38.1,181186,88477,92709,102096,58351,9075,17816,1882,28298,5265,9652,17016,11841,24988,11713,2466,1901,63409,27284,6.9,5.2,8.3,7.9,11.8,17.9,11.8,14.7,7.4,8.2,15.058558608280991,22.66621041360812,29.92008212555054,70.07108717009041,17.57751702670184,4.4705440817723225,0.008830704,0.1666795447771903,1.9002571942644575,5.805084278034727,12.987206517059818
669,42.2,20996,11462,9534,11753,6018,1308,2427,403,3961,1375,1596,2447,1788,1133,412,71,46,56338,3257,5.1,6.6,9.0,10.4,10.4,23.7,11.5,15.8,4.5,3.0,15.51247856734616,7.915793484473232,12.988188226328823,87.01181177367118,7.877690988759764,0.6239283673080587,0.0,0.04762812,1.2716707944370358,3.1672699561821296,19.18460659173176
670,41.8,16698,8227,8471,8760,5362,849,1613,255,3127,681,913,1422,1319,2318,996,150,186,81151,1189,4.3,2.3,6.1,5.4,9.2,19.5,12.9,23.8,8.4,8.0,7.120613247,21.858905258114746,3.970535393460295,96.02946461,0.9761648101569048,0.071864894,0.0,0.089831117,0.2036171996646305,2.6290573721403763,12.211043238711222
671,42.8,14776,7404,7372,7919,4351,993,1746,175,3789,512,933,1388,930,1357,363,108,41,55514,1925,7.7,4.7,10.1,8.9,14.4,16.7,14.8,12.3,7.7,2.6,13.027883053600434,12.648890092041148,3.0657823497563617,96.33865728207904,0.6903086085544126,0.2977801840822956,0.5955603681645912,0.0406063887384948,0.5008121277747699,1.5362750406063888,16.97347049269085
672,49.7,3799,1966,1833,2050,1247,235,451,42,1041,149,194,465,261,303,116,10,19,57582,678,10.7,8.1,6.6,6.4,13.9,19.4,12.8,13.9,6.7,1.5,17.84680178994472,11.792576993945774,9.949986838641747,90.05001316135825,3.3166622795472493,0.0263227165043432,0.0,3.0007896814951303,0.1052908660173729,3.500921295077652,19.294551197683603
673,43.9,5177,2600,2577,2895,1728,324,523,83,1271,206,401,494,297,325,111,90,0,41038,1271,8.1,10.8,11.5,12.2,13.6,14.3,13.8,12.5,1.2,1.9,24.55089820359281,10.16032451226579,36.17925439443693,63.82074560556307,31.485416264245703,0.2124782692679158,0.0,0.0386324125941665,0.0193162062970832,4.423411242032065,24.29978752173073
674,47.4,5628,2886,2742,2998,1900,272,558,108,1334,190,307,568,501,620,239,46,66,75726,492,3.3,3.2,4.1,8.3,15.0,15.8,17.7,20.3,8.8,3.6,8.742004264392325,17.253020611229566,5.366027007818053,94.36744847192608,0.3375977256574271,0.7285003553660271,0.2665245202558635,0.0177683013503909,1.830135039090263,2.4520255863539444,16.27576403695807
675,43.0,30413,16471,13942,17019,8784,1953,3135,303,6626,1732,2262,3229,2012,1891,837,160,126,63860,3428,4.6,4.2,8.5,8.5,13.4,18.9,14.3,17.2,7.8,2.5,11.271495741952457,9.910235754447111,12.471640416926972,87.47246243382763,7.983428139282543,0.700358399,0.055897149,0.078913622,1.505934962022819,2.2030052937888405,17.94956104297504
676,42.2,15716,7847,7869,8352,4691,942,1989,148,2871,626,983,1527,1994,1370,619,63,10,61607,2113,5.2,4.5,9.4,8.4,13.3,19.2,14.7,18.5,3.5,3.3,13.444896920335964,13.120386866887248,5.243064392975312,94.75693560702469,0.6172053957750063,0.2990582845507762,0.0,0.031814711,1.616187325019089,2.678798676508017,17.428098752863324
677,40.2,143819,71318,72501,79869,46769,7704,13764,1601,24121,5474,9017,15722,10401,15122,6497,1252,899,64435,21084,6.3,4.1,7.3,9.3,12.5,17.5,14.2,17.6,6.3,5.0,14.660093589859477,16.52771886885599,24.79714085065256,75.03806868355363,10.710684958176596,2.624131721121688,0.1647904657938103,0.2141580736898462,4.284552110639067,6.963613987025358,13.811805116152945
678,39.4,256791,124864,131927,144412,85295,12518,23948,3134,38319,8188,15035,27133,19719,31097,17972,2431,1738,68915,34784,5.8,4.0,7.9,7.7,11.8,16.9,13.9,15.7,8.7,7.6,13.545646070150433,20.73203500122668,38.0963507288028,61.87561090536662,28.30784567994985,1.5662542690359087,0.028038366,0.3570997425922248,1.5958503218570743,6.269300715367751,14.621228937151225
679,43.2,23662,11604,12058,12712,7379,1701,2836,333,4015,1114,1607,2585,2382,2439,695,202,145,51710,4156,5.5,8.4,10.5,11.2,12.3,16.2,12.3,12.1,6.3,5.3,17.564026709492012,14.711351534105315,6.922491758938381,92.94227030682106,2.4892232271152057,0.7057729693178937,0.1352379342405544,0.076071338,0.3845828754965767,3.266841348998394,23.36657933
680,40.6,196122,94848,101274,111467,64534,9790,21076,1758,33070,5702,11285,18178,11961,28222,13493,3813,1758,71653,24834,5.5,4.4,6.9,7.0,11.7,16.2,13.4,17.9,9.4,7.6,12.662526386636888,24.11050264631199,20.103303046063164,79.88038057943525,12.69719868245276,2.1792557693680465,0.016316375,0.0882104,0.5384403585523296,4.600197836040832,13.10357838488288
681,48.2,6879,3813,3066,3833,1869,404,1004,119,1672,395,523,805,545,592,246,22,32,63737,1318,3.1,3.9,8.7,9.1,14.5,18.9,17.2,14.3,5.2,5.1,19.159761593254835,12.967001017589766,7.283035324901875,92.71696467509813,3.706934147405146,0.3343509230992877,0.0,0.0145369966564907,0.7995348161069923,2.4276784416339585,20.308184329117605
682,44.7,4899,2468,2431,2635,1581,361,394,38,1412,184,195,368,290,594,128,40,0,70500,531,5.1,4.0,9.1,8.3,9.9,18.9,14.3,19.6,8.0,2.9,10.838946723821188,15.554194733619106,4.204939783629312,95.79506021637069,0.0,0.7756685037762808,0.0,0.1224739742804654,1.0206164523372117,2.2861808532353542,15.676668707899571
683,44.9,21042,10434,10608,11004,6837,1117,2146,140,5725,681,1119,2057,1817,1986,665,84,21,65585,2138,5.7,2.4,6.8,8.4,11.9,22.7,16.9,16.8,4.5,3.8,10.160631118714951,13.097614295219085,2.708867978329056,97.10103602319172,0.285143998,0.3421727972626176,0.190095998479232,0.1615815987073472,0.2803915977568672,1.6395779868833762,14.955802680353578
684,44.8,5395,2720,2675,2892,1635,407,496,65,1267,272,277,488,465,524,171,25,10,58125,657,4.4,6.2,9.5,12.5,11.7,15.1,15.6,15.7,6.1,3.3,12.177942539388322,13.531047265987024,5.671918443,94.32808155699722,1.1121408711770158,0.8526413345690453,0.0,0.0185356811862835,1.1121408711770158,2.57645968489342,14.402224281742354
685,45.6,44482,21763,22719,24784,14390,2453,4484,497,8955,1622,3408,5243,3400,4130,1854,276,153,57527,5829,5.7,4.3,10.3,10.1,14.0,18.2,11.6,16.1,5.7,4.1,13.10417697045996,14.417067577896676,16.71462614091093,83.28537385908908,8.679915471426645,0.910480643855942,0.0,0.1753518277055887,1.047614765523133,5.901263432399622,16.06717323861337
686,41.6,131276,64995,66281,70697,42343,7380,11906,1184,23870,4473,7491,14175,11016,17268,6556,957,587,74606,11195,3.8,3.0,6.8,7.2,12.2,17.2,15.0,18.8,9.5,6.5,8.527834486120845,19.324171973551906,5.506718669063653,94.44681434534871,1.167768671,1.0816904841707549,0.046466986,0.1104543100033517,0.3968737621499741,2.749931442152412,12.136262530851033
687,44.7,17122,8662,8460,9264,5336,1360,1969,149,3386,888,1225,1598,1106,1845,590,128,127,54090,3372,4.9,8.0,11.6,10.1,12.8,16.0,11.4,13.8,6.7,4.7,19.693960985866138,15.7107814507651,8.538722111902814,91.30942646887046,1.483471557061091,0.3445859128606471,0.1518514192267258,0.2336175680411167,0.2336175680411167,6.243429505898844,19.904216797103143
688,40.8,74113,37165,36948,41058,22080,4588,8340,619,16857,4135,4953,5928,6074,4973,2372,438,126,52787,12407,6.5,5.8,8.8,10.4,15.2,18.5,12.3,15.2,4.4,3.1,16.740652786960453,10.67154210462402,20.376991890761406,79.60276874502449,14.522418469094491,0.9822838098579196,0.020239364,0.1173883124418118,1.0483990662906644,3.706502233076518,13.99889358142296
689,43.8,11321,5516,5805,6034,3401,657,1478,104,2205,374,616,1126,1680,934,458,65,30,54074,1483,5.1,3.9,14.9,8.8,14.1,14.1,14.0,14.9,5.5,4.7,13.09954950976062,13.134882077554986,6.5011924741630605,93.49880752583694,0.9628124723964314,1.2101404469569823,0.0,0.035332568,0.8038159173217914,3.4890910696934903,20.492889320731383
690,40.1,16760,8311,8449,9214,5704,910,1550,141,3219,564,1099,1246,1136,1545,513,105,142,62700,2346,5.1,4.3,6.4,9.0,14.3,19.7,13.2,18.0,5.6,4.5,13.997613365155132,13.752983293556088,14.665871121718377,84.91050119331743,3.806682577565632,1.4797136038186158,0.4236276849642005,1.0083532219570406,5.614558472553699,2.756563245823389,13.645584725536994
691,44.0,13781,7013,6768,7436,4383,739,1271,155,2705,549,797,1286,1546,1495,684,69,36,75111,1082,3.7,3.2,7.4,6.4,11.7,17.5,15.6,20.6,9.1,4.8,7.851389594369058,16.573543284231913,3.889412959872288,96.11058704012773,0.776431318,0.2104346564110006,0.0,0.079820042,0.2829983310354836,2.5397286118569045,13.627458094477904
692,42.9,16127,8092,8035,8255,4964,1244,1529,191,3254,604,858,1739,1861,1205,434,141,9,53522,2237,5.0,5.1,12.9,11.0,13.0,18.2,13.7,14.6,4.4,2.4,13.87114776461834,11.093197742915608,3.794878154647486,96.20512184535252,0.7874992249023377,0.5394679729645935,0.0,0.0,1.128542196316736,1.3393687604638185,17.864450920816022
693,44.7,13834,6758,7076,7349,4142,1171,1677,133,2767,609,986,1316,1559,997,420,140,40,54605,2049,6.1,5.8,13.0,8.0,13.1,18.8,13.2,12.1,5.7,4.1,14.811334393523204,11.544021974844586,3.267312418678618,96.71100188,0.7734567008818852,0.491542576,0.021685702,0.072285673,0.4337140378776926,1.4963134306780397,19.8496458
694,43.5,55569,27939,27630,30784,17411,3352,5923,679,12527,2217,3490,5353,4296,4612,2524,294,106,62828,6327,4.6,3.6,10.0,8.4,14.6,16.6,12.5,18.8,6.5,4.2,11.385844625600605,13.561518112616747,10.993539563425651,88.98126653,1.146322589933236,0.6100523673271069,0.025193903,0.2339433857006604,1.9111375047238568,7.092083715740791,14.229156544116323
695,38.7,696774,348352,348422,380697,238964,26316,47095,9292,104079,15230,34739,63397,40121,105392,49130,7526,5317,103678,45737,2.9,1.7,4.0,4.8,7.7,14.1,13.0,22.2,13.8,15.8,6.564108305,24.01998352406949,32.17743486410228,67.81079661411017,11.541618946746004,5.913682198245055,0.0117685217875523,0.4354353061394369,6.359163803471427,7.927534609500355,9.421706320844349
696,41.2,67120,33757,33363,36248,20395,3771,7852,695,11625,2340,4210,7849,5457,7790,3895,694,626,60325,8541,5.6,4.5,8.6,9.0,13.7,17.4,12.8,16.2,6.9,5.3,12.724970202622169,19.37574493444577,10.60041716328963,89.39958283671037,3.3045292014302743,1.5405244338498212,0.0,0.4797377830750893,0.7911203814064363,4.484505364,17.787544696066746
697,39.5,284591,139697,144894,158166,92608,14522,27990,3725,48664,11644,17065,28999,18387,29684,12686,3013,1383,61738,45057,5.7,4.6,9.1,9.5,12.2,17.8,12.7,15.5,7.2,5.7,15.8321942717795,16.43270518041681,28.244392830412767,71.71976626105534,13.39149867704882,2.868326826920036,0.035840909,0.2930521344666557,4.059509963,7.632005228556069,14.203541222315533
698,40.1,38414,19241,19173,19986,12474,2105,2683,385,6267,906,1915,3112,2998,5778,2649,391,326,80093,2788,4.4,1.8,6.8,6.3,9.6,17.6,14.2,17.2,10.0,12.1,7.2577706044671215,23.803821523402927,4.435882751080335,95.56411724891969,0.6377883063466445,0.5544853438850419,0.0,0.0364450460769511,0.7106783985005467,2.496485656271151,10.282709428854062
699,33.4,35827,17994,17833,16917,10386,1834,2893,350,8232,1311,1147,2475,2153,2340,792,91,83,61731,4040,2.9,2.6,8.3,9.1,15.9,20.2,17.5,16.0,4.7,2.8,11.276411644848856,9.2276774499679,5.490272699360817,94.50972730063918,0.5945236832556452,0.1423507410612108,0.0,0.025120719,1.1081028274764844,3.620174728556675,11.136852094788846
700,36.1,385456,189922,195534,208789,123899,17240,34216,3553,60993,9973,18234,34492,26452,51044,19131,3937,2650,66222,45562,4.0,3.5,7.5,8.8,12.8,19.4,14.9,16.0,6.7,6.3,11.820285583827983,19.914594661906936,25.572309161097508,74.38125233489686,11.233707608650532,4.725312357,0.046438504,0.2070275206508654,3.0636440994562286,6.342617575028019,12.22603876966502
701,38.0,82371,41670,40701,43820,26276,3953,7811,1106,14257,3232,3108,6643,4727,11174,6852,1019,472,76912,9357,6.0,2.7,5.6,7.1,11.0,16.7,15.9,18.5,8.7,7.7,11.359580434861783,23.69401852593753,17.91771375848296,82.08228624151704,1.6158599507108085,8.069587597576817,0.0,0.092265482,3.5194425222469072,4.620558206164791,14.103264498427844
702,40.4,8709,4389,4320,4575,2487,519,1164,99,2029,359,585,707,427,872,170,37,19,58620,1217,4.3,2.4,9.6,8.3,18.5,19.5,14.2,13.0,6.0,4.1,13.97404983350557,12.60764726145367,6.016764266850385,93.79951774026868,1.1941669537260309,0.0574118727752899,0.1837179928809277,0.045929498,0.6889424733034791,4.030313468825353,18.038810425996097
703,44.0,12074,5892,6182,6581,3799,769,1172,114,3529,642,570,964,703,779,355,53,65,51108,2019,12.0,4.4,8.4,11.6,12.9,20.7,12.1,9.8,5.5,2.7,16.721881729335763,10.369388769256254,4.729170117608083,95.27082988239192,1.027000165645188,0.1407984098061951,0.0,0.1076693722047374,0.1656451880072884,3.2880569819446746,21.053503395726352
704,38.3,71235,35557,35678,36120,23260,2580,4954,514,8042,1131,2796,5334,4288,14669,5537,2131,1153,103038,4050,2.8,2.2,4.8,4.8,7.4,14.5,11.3,20.1,11.4,20.6,5.685407454200885,32.975363234365126,10.284270372710044,89.67782691092862,2.1562434196672986,3.1262721976556467,0.037902716,0.0519407594581315,0.7889380220397276,4.160875974,9.493928546360635
705,50.7,15513,7767,7746,7828,5614,728,1622,149,3548,612,724,1674,1234,2015,837,223,203,73933,1246,2.7,4.0,6.8,9.0,11.9,16.1,15.3,19.0,6.9,8.3,8.031973183781345,21.130664603880614,3.616321794623864,96.02269065,0.5930509894926835,0.5672661638625669,0.3609875588216334,0.3480951460065751,0.2191710178559917,1.8887384774060465,16.154193257268098
706,43.1,20397,10389,10008,10608,6450,1142,2413,319,5353,821,1340,1389,1613,1565,664,99,48,61464,1468,2.4,3.0,7.1,11.4,14.4,20.7,15.2,15.4,5.7,4.7,7.197136833848115,11.648771878217383,4.226111683,95.77388831690936,0.7010834926704907,0.1127616806393096,0.0,0.034318772,1.088395352257685,2.28955238515468,15.012011570328973
707,41.3,37820,18812,19008,20620,11044,2349,4261,511,9479,1534,1770,3131,2401,2599,1166,193,55,55862,5117,4.0,4.9,10.7,9.7,14.4,20.3,14.3,14.9,4.5,2.1,13.52987837123215,10.61078794288736,17.808038075092544,82.19196192490745,1.3061872025383396,1.417239555790587,0.0,0.5367530407191962,8.157059756742465,6.390798519301957,14.891591750396616
708,39.6,121484,59727,61757,67021,37559,5984,13992,1360,23524,4727,6176,12336,9098,14075,5145,801,823,69005,11609,3.6,3.6,6.2,8.4,13.5,19.3,15.3,17.4,7.8,5.0,9.555990912383525,17.157815020908103,15.373217872312402,84.61525797635903,7.102992986730763,1.0421125415692605,0.01152415132857,0.3226762371999604,1.3664350861018737,5.539001020710546,14.391195548384973
709,41.1,26396,13130,13266,13872,8188,1596,2614,215,6381,1216,1353,2140,2565,2202,615,184,104,68364,2806,3.1,3.1,8.6,8.6,13.9,16.8,18.5,16.0,7.0,4.4,10.630398545234126,11.763145931201697,4.682527655705409,95.2492801939688,0.3788452795878163,0.2083649037732989,0.06819215,0.0189422639793908,0.4887104106682831,3.5876647976966205,16.676769207455674
710,36.7,33020,16560,16460,17118,9553,1753,3792,248,8494,980,1475,2218,1944,2293,1027,119,53,59515,2877,3.1,2.0,10.4,9.5,16.1,20.5,16.0,15.5,4.3,2.5,8.712901272,10.575408843125375,14.857662023016356,85.14233797698365,0.7631738340399757,0.469412477,0.0,0.003028468,6.829194427619624,6.792852816474864,11.117504542701392
711,44.6,10511,5422,5089,5287,3148,813,1344,173,2811,761,592,745,603,587,292,9,30,46706,2283,8.2,4.8,13.3,11.5,15.3,19.0,10.8,11.0,3.1,2.7,21.720102749500523,8.733707544477214,4.709352107316144,95.29064789268384,0.7801350965655028,0.085624584,0.0,0.0,0.2949291218723242,3.5486633051089336,18.17143944439159
712,34.9,33337,16621,16716,15898,10485,1565,2751,431,6388,883,1123,1937,2548,2232,757,84,76,64113,3150,2.9,3.7,9.9,10.3,10.8,20.3,12.1,18.1,7.3,4.7,9.448960614332425,9.445960944296129,7.8201397846236915,92.17986021537632,1.5928247892731802,0.2429732729399766,0.0,0.080991091,1.7458079611242765,4.157542670306266,13.822479527252002
713,42.3,50709,25306,25403,26970,16414,2881,4760,672,12254,1387,2323,4110,3430,5821,2387,211,342,80352,4230,4.4,2.8,6.8,6.9,10.0,16.3,16.1,21.7,9.2,5.7,8.341714488552327,17.27701197026169,3.6916523694018815,96.22552209666922,0.5640024453252874,0.5462541166262399,0.082825534,0.0157762921769311,0.3865191583348124,2.1791003569386103,13.78650732611568
714,39.7,26432,13231,13201,13577,8651,1319,2738,317,6639,1032,1190,1959,1841,2753,785,60,65,71566,2477,3.2,4.1,7.0,8.6,9.4,20.8,15.9,18.3,6.2,6.4,9.371216707,13.858202179176756,5.603056900726392,94.3969430992736,0.2194309927360774,0.5939769975786925,0.0,0.003783293,0.5485774818401937,4.237288136,12.064921307506053
715,38.1,43312,21585,21727,22098,13845,2194,4423,368,10383,2377,2247,3439,2797,3936,1369,165,94,68110,4274,3.0,3.1,7.3,9.5,13.3,18.4,17.4,18.7,4.8,4.4,9.867934983376433,12.846324344292576,4.610731437015146,95.38926856298484,0.2355005541189508,0.5448836350203177,0.0,0.069264869,0.2839859623199113,3.477096416697451,12.957148134466198
716,35.6,112156,54338,57818,68472,38787,5811,12123,1277,19692,3805,5220,10046,6866,10495,5449,757,1123,53377,21600,7.8,4.8,11.2,10.2,13.6,18.9,12.6,13.5,4.1,3.4,19.258889404044368,15.892150219337353,12.84639252469774,87.13399193979814,6.240415136060487,1.5638931488284176,0.0196155355041192,0.082920218,0.7132922001497913,4.245871821391633,17.97674667427512
717,40.0,43584,21908,21676,22432,14584,1980,4116,363,10098,1299,1476,2912,3652,5105,1582,198,166,68945,4111,4.2,3.6,5.6,9.8,11.1,20.8,14.9,16.8,6.9,6.3,9.432360499265783,16.177955212922175,9.138674743024962,90.86132525697504,1.6037995594713657,0.5047723935389133,0.0,0.211086637298091,2.5330396475770924,4.285976505139501,10.682819383259911
718,35.6,206841,102604,104237,108073,64444,9125,19373,3193,39240,8071,9447,15140,9526,17339,6745,1381,789,63978,24427,5.2,3.5,7.4,8.9,13.8,18.5,13.8,17.2,5.7,6.0,11.809554198635668,12.692841361238829,20.290948119570103,79.64233396667005,4.964199554246982,1.0781228093076325,0.066717914,0.3316557162264734,6.758331278614975,7.158638761174043,12.490270304243356
719,43.0,23391,11504,11887,12460,7060,1546,3446,353,5375,1896,1125,1763,1235,1863,552,56,47,52219,3761,4.9,5.5,14.0,11.0,11.0,20.2,12.6,14.5,4.9,1.4,16.078833739472447,10.764824077636698,5.348210850327049,94.60903766405885,1.1884913000726776,0.1838313881407379,0.042751486,0.252233765123338,0.5728699072292762,3.1507844897610195,21.837458851695096
